Reason,Description,Title,Rationale,condition,Result,ID,command,Policy ID,Remediation,Compliance,Rules
,chargenis a network service that responds with 0 to 512 ASCII characters for each connection it receives. This service is intended for debugging and testing purposes. It is recommended that this service be disabled.,Ensure chargen services are not enabled.,Disabling this service will reduce the remote attack surface of the system.,none,passed,36047,,sca_distro_independent_linux,Comment out or remove any lines starting with chargen from /etc/inetd.conf and /etc/inetd.d/* . Set disable = yes on all chargen services in /etc/xinetd.conf and /etc/xinetd.d/* .,"[{""key"":""cis"",""value"":""2.1.1""},{""key"":""cis_csc_v7"",""value"":""9.2""},{""key"":""cmmc_v2.0"",""value"":""CM.3.068,SC.5.230""},{""key"":""iso_27001-2013"",""value"":""A.13.1.3""},{""key"":""mitre_techniques"",""value"":""T1015,T1051,T1076,T1133,T1200""},{""key"":""nist_sp_800-53"",""value"":""SI-4""},{""key"":""pci_dss_v3.2.1"",""value"":""1.2.1,2.2.2,2.2.5""}]","[{""type"":""directory"",""rule"":""d:/etc -> r:inetd.\\w+ -> r:^chargen""}]"
,daytime is a network service that responds with the server's current date and time. This service is intended for debugging and testing purposes. It is recommended that this service be disabled.,Ensure daytime services are not enabled.,Disabling this service will reduce the remote attack surface of the system.,none,passed,36048,,sca_distro_independent_linux,Comment out or remove any lines starting with daytime from /etc/inetd.conf and /etc/inetd.d/* . Set disable = yes on all daytime services in /etc/xinetd.conf and /etc/xinetd.d/* .,"[{""key"":""cis"",""value"":""2.1.2""},{""key"":""cis_csc_v7"",""value"":""9.2""},{""key"":""cmmc_v2.0"",""value"":""CM.3.068,SC.5.230""},{""key"":""iso_27001-2013"",""value"":""A.13.1.3""},{""key"":""mitre_techniques"",""value"":""T1015,T1051,T1076,T1133,T1200""},{""key"":""nist_sp_800-53"",""value"":""SI-4""},{""key"":""pci_dss_v3.2.1"",""value"":""1.2.1,2.2.2,2.2.5""}]","[{""type"":""directory"",""rule"":""d:/etc -> r:inetd.\\w+ -> r:^daytime""}]"
,discardis a network service that simply discards all data it receives. This service is intended for debugging and testing purposes. It is recommended that this service be disabled.,Ensure discard services are not enabled.,Disabling this service will reduce the remote attack surface of the system.,none,passed,36049,,sca_distro_independent_linux,Comment out or remove any lines starting with discard from /etc/inetd.conf and /etc/inetd.d/* . Set disable = yes on all discard services in /etc/xinetd.conf and /etc/xinetd.d/* .,"[{""key"":""cis"",""value"":""2.1.3""},{""key"":""cis_csc_v7"",""value"":""9.2""},{""key"":""cmmc_v2.0"",""value"":""CM.3.068,SC.5.230""},{""key"":""iso_27001-2013"",""value"":""A.13.1.3""},{""key"":""mitre_techniques"",""value"":""T1015,T1051,T1076,T1133,T1200""},{""key"":""nist_sp_800-53"",""value"":""SI-4""},{""key"":""pci_dss_v3.2.1"",""value"":""1.2.1,2.2.2,2.2.5""}]","[{""type"":""directory"",""rule"":""d:/etc -> r:inetd.\\w+ -> r:^discard""}]"
,echois a network service that responds to clients with the data sent to it by the client. This service is intended for debugging and testing purposes. It is recommended that this service be disabled.,Ensure echo services are not enabled.,Disabling this service will reduce the remote attack surface of the system.,none,passed,36050,,sca_distro_independent_linux,Comment out or remove any lines starting with echo from /etc/inetd.conf and /etc/inetd.d/* . Set disable = yes on all echo services in /etc/xinetd.conf and /etc/xinetd.d/* .,"[{""key"":""cis"",""value"":""2.1.4""},{""key"":""cis_csc_v7"",""value"":""9.2""},{""key"":""cmmc_v2.0"",""value"":""CM.3.068,SC.5.230""},{""key"":""iso_27001-2013"",""value"":""A.13.1.3""},{""key"":""mitre_techniques"",""value"":""T1015,T1051,T1076,T1133,T1200""},{""key"":""nist_sp_800-53"",""value"":""SI-4""},{""key"":""pci_dss_v3.2.1"",""value"":""1.2.1,2.2.2,2.2.5""}]","[{""type"":""directory"",""rule"":""d:/etc -> r:inetd.\\w+ -> r:^echo""}]"
,timeis a network service that responds with the server's current date and time as a 32 bit integer. This service is intended for debugging and testing purposes. It is recommended that this service be disabled.,Ensure time services are not enabled.,Disabling this service will reduce the remote attack surface of the system.,none,passed,36051,,sca_distro_independent_linux,Comment out or remove any lines starting with time from /etc/inetd.conf and /etc/inetd.d/* . Set disable = yes on all time services in /etc/xinetd.conf and /etc/xinetd.d/* .,"[{""key"":""cis"",""value"":""2.1.5""},{""key"":""cis_csc_v7"",""value"":""9.2""},{""key"":""cmmc_v2.0"",""value"":""CM.3.068,SC.5.230""},{""key"":""iso_27001-2013"",""value"":""A.13.1.3""},{""key"":""mitre_techniques"",""value"":""T1015,T1051,T1076,T1133,T1200""},{""key"":""nist_sp_800-53"",""value"":""SI-4""},{""key"":""pci_dss_v3.2.1"",""value"":""1.2.1,2.2.2,2.2.5""}]","[{""type"":""directory"",""rule"":""d:/etc -> r:inetd.\\w+ -> r:^time""}]"
,"The Berkeley rsh-server (rsh , rlogin , rexec) package contains legacy services that exchange credentials in clear-text.",Ensure rsh server is not enabled.,These legacy services contain numerous security exposures and have been replaced with the more secure SSH package.,none,passed,36052,,sca_distro_independent_linux,"Comment out or remove any lines starting with shell , login , or exec from /etc/inetd.conf and /etc/inetd.d/* . Set disable = yes on all rsh , rlogin , and rexec services in /etc/xinetd.conf and /etc/xinetd.d/* .","[{""key"":""cis"",""value"":""2.1.6""},{""key"":""cis_csc_v7"",""value"":""9.1""},{""key"":""iso_27001-2013"",""value"":""A.13.1.2""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2.2""}]","[{""type"":""directory"",""rule"":""d:/etc -> r:inetd.\\w+ -> r:^exec""},{""type"":""directory"",""rule"":""d:/etc -> r:inetd.\\w+ -> r:^login""},{""type"":""directory"",""rule"":""d:/etc -> r:inetd.\\w+ -> r:^shell""}]"
,The talk software makes it possible for users to send and receive messages across systems through a terminal session. The talk client (allows initiate of talk sessions) is installed by default.,Ensure talk server is not enabled.,The software presents a security risk as it uses unencrypted protocols for communication.,none,passed,36053,,sca_distro_independent_linux,Comment out or remove any lines starting with talk or ntalk from /etc/inetd.conf and /etc/inetd.d/* . Set disable = yes on all talk services in /etc/xinetd.conf and /etc/xinetd.d/* .,"[{""key"":""cis"",""value"":""2.1.7""},{""key"":""cis_csc_v7"",""value"":""9.2""},{""key"":""cmmc_v2.0"",""value"":""CM.3.068,SC.5.230""},{""key"":""iso_27001-2013"",""value"":""A.13.1.3""},{""key"":""mitre_techniques"",""value"":""T1015,T1051,T1076,T1133,T1200""},{""key"":""nist_sp_800-53"",""value"":""SI-4""},{""key"":""pci_dss_v3.2.1"",""value"":""1.2.1,2.2.2,2.2.5""}]","[{""type"":""directory"",""rule"":""d:/etc -> r:inetd.\\w+ -> r:^ntalk""},{""type"":""directory"",""rule"":""d:/etc -> r:inetd.\\w+ -> r:^talk""}]"
,"The telnet-server package contains the telnet daemon, which accepts connections from users from other systems via the telnet protocol.",Ensure telnet server is not enabled.,The telnet protocol is insecure and unencrypted. The use of an unencrypted transmission medium could allow a user with access to sniff network traffic the ability to steal credentials. The ssh package provides an encrypted session and stronger security.,none,passed,36054,,sca_distro_independent_linux,Comment out or remove any lines starting with telnet from /etc/inetd.conf and /etc/inetd.d/* . Set disable = yes on all telnet services in /etc/xinetd.conf and /etc/xinetd.d/* .,"[{""key"":""cis"",""value"":""2.1.8""},{""key"":""cis_csc_v7"",""value"":""9.1""},{""key"":""iso_27001-2013"",""value"":""A.13.1.2""},{""key"":""pci_dss_v3.2.1"",""value"":""2.2.2""}]","[{""type"":""directory"",""rule"":""d:/etc -> r:inetd.\\w+ -> r:^telnet""}]"
,"Trivial File Transfer Protocol (TFTP) is a simple file transfer protocol, typically used to automatically transfer configuration or boot machines from a boot server. The packages tftp and atftp are both used to define and support a TFTP server.",Ensure tftp server is not enabled.,"TFTP does not support authentication nor does it ensure the confidentiality or integrity of data. It is recommended that TFTP be removed, unless there is a specific need for TFTP. In that case, extreme caution must be used when configuring the services.",none,passed,36055,,sca_distro_independent_linux,Comment out or remove any lines starting with tftp from /etc/inetd.conf and /etc/inetd.d/* . Set disable = yes on all tftp services in /etc/xinetd.conf and /etc/xinetd.d/* .,"[{""key"":""cis"",""value"":""2.1.9""},{""key"":""cis_csc_v7"",""value"":""9.2""},{""key"":""cmmc_v2.0"",""value"":""CM.3.068,SC.5.230""},{""key"":""iso_27001-2013"",""value"":""A.13.1.3""},{""key"":""mitre_techniques"",""value"":""T1015,T1051,T1076,T1133,T1200""},{""key"":""nist_sp_800-53"",""value"":""SI-4""},{""key"":""pci_dss_v3.2.1"",""value"":""1.2.1,2.2.2,2.2.5""}]","[{""type"":""directory"",""rule"":""d:/etc -> r:inetd.\\w+ -> r:^tftp""}]"
,The eXtended InterNET Daemon (xinetd) is an open source super daemon that replaced the original inetd daemon. The xinetd daemon listens for well known services and dispatches the appropriate daemon to properly respond to service requests.,Ensure xinetd is not enabled.,"If there are no xinetd services required, it is recommended that the daemon be disabled.",none,failed,36056,systemctl is-enabled systemd-timesyncd.service,sca_distro_independent_linux,Run one of the following commands to disable xinetd: # chkconfig xinetd off # systemctl disable xinetd # update-rc.d xinetd disable Notes: Additional methods of disabling a service exist. Consult your distribution documentation for appropriate methods.,"[{""key"":""cis"",""value"":""2.1.10""},{""key"":""cis_csc_v7"",""value"":""9.2""},{""key"":""cmmc_v2.0"",""value"":""CM.3.068,SC.5.230""},{""key"":""iso_27001-2013"",""value"":""A.13.1.3""},{""key"":""mitre_techniques"",""value"":""T1015,T1051,T1076,T1133,T1200""},{""key"":""nist_sp_800-53"",""value"":""SI-4""},{""key"":""pci_dss_v3.2.1"",""value"":""1.2.1,2.2.2,2.2.5""}]","[{""type"":""command"",""rule"":""c:systemctl is-enabled systemd-timesyncd.service -> r:^enabled""}]"
,System time should be synchronized between all systems in an environment. This is typically done by establishing an authoritative time server or set of servers and having all systems synchronize their clocks to them.,Ensure time synchronization is in use.,"Time synchronization is important to support time sensitive security mechanisms like Kerberos and also ensures log files have consistent time records across the enterprise, which aids in forensic investigations.",any,failed,36057,"which chronyd,which ntpd",sca_distro_independent_linux,"On physical systems or virtual systems where host based time synchronization is not available install NTP or chrony using the appropriate package manager or manual installation: # yum install ntp # dnf install ntp # apt-get install ntp # zypper install ntp # emerge ntp The previous commands install NTP, use the appropriate package if chrony is desired. On virtual systems where host based time synchronization is available consult your virtualization software documentation and setup host based synchronization. Notes: systemd-timesyncd is part of systemd. Some versions of systemd have been compiled without systemd-timesycnd. On these distributions, chrony or NTP should be used instead of systemd-timesycnd.","[{""key"":""cis"",""value"":""2.2.1.1""},{""key"":""cis_csc_v7"",""value"":""6.1""},{""key"":""cmmc_v2.0"",""value"":""AU.2.043""},{""key"":""iso_27001-2013"",""value"":""A.12.4.4""},{""key"":""nist_sp_800-53"",""value"":""AU-8""},{""key"":""pci_dss_v3.2.1"",""value"":""10.4""}]","[{""type"":""command"",""rule"":""c:which chronyd -> r:/chronyd""},{""type"":""command"",""rule"":""c:which ntpd -> r:/ntpd""}]"
,ntp is a daemon which implements the Network Time Protocol (NTP). It is designed to synchronize system clocks across a variety of systems and use a source that is highly accurate. More information on NTP can be found at http://www.ntp.org. ntp can be configured to be a client and/or a server. This recommendation only applies if ntp is in use on the system.,Ensure ntp is configured.,If ntp is in use on the system proper configuration is vital to ensuring time synchronization is working properly.,all,failed,36058,,sca_distro_independent_linux,"Add or edit restrict lines in /etc/ntp.conf to match the following: restrict -4 default kod nomodify notrap nopeer noquery restrict -6 default kod nomodify notrap nopeer noquery Add or edit server or pool lines to /etc/ntp.conf as appropriate: server <remote-server> Configure ntp to run as the ntp user by adding or editing one of the following files as appropriate for your distribution: /etc/sysconfig/ntpd : OPTIONS=""-u ntp:ntp"" /etc/sysconfig/ntp : NTPD_OPTIONS=""-u ntp:ntp"" /etc/init.d/ntp: RUNASUSER=ntp.","[{""key"":""cis"",""value"":""2.2.1.2""},{""key"":""cis_csc_v7"",""value"":""6.1""},{""key"":""cmmc_v2.0"",""value"":""AU.2.043""},{""key"":""iso_27001-2013"",""value"":""A.12.4.4""},{""key"":""nist_sp_800-53"",""value"":""AU-8""},{""key"":""pci_dss_v3.2.1"",""value"":""10.4""}]","[{""type"":""file"",""rule"":""f:/etc/ntp.conf""},{""type"":""file"",""rule"":""f:/etc/ntp.conf -> r:^\\s*\\t*server|^\\s*\\t*pool""},{""type"":""file"",""rule"":""f:/etc/ntp.conf -> r:restrict -(d+) && r:default && r:kod && r:nomodify && r:notrap && r:nopeer && r:noquery""},{""type"":""file"",""rule"":""f:/etc/ntp.conf -> r:restrict -6 && r:default && r:kod && r:nomodify && r:notrap && r:nopeer && r:noquery""}]"
,chrony is a daemon which implements the Network Time Protocol (NTP) is designed to synchronize system clocks across a variety of systems and use a source that is highly accurate. More information on chrony can be found at http://chrony.tuxfamily.org/. chrony can be configured to be a client and/or a server.,Ensure chrony is configured.,If chrony is in use on the system proper configuration is vital to ensuring time synchronization is working properly. This recommendation only applies if chrony is in use on the system.,all,failed,36059,,sca_distro_independent_linux,Add or edit server or pool lines to /etc/chrony.conf as appropriate: server <remote-server> Configure chrony to run as the chrony user by configuring the appropriate startup script for your distribution. Startup scripts are typically stored in /etc/init.d or /etc/systemd.,"[{""key"":""cis"",""value"":""2.2.1.3""},{""key"":""cis_csc_v7"",""value"":""6.1""},{""key"":""cmmc_v2.0"",""value"":""AU.2.043""},{""key"":""iso_27001-2013"",""value"":""A.12.4.4""},{""key"":""nist_sp_800-53"",""value"":""AU-8""},{""key"":""pci_dss_v3.2.1"",""value"":""10.4""}]","[{""type"":""file"",""rule"":""f:/etc/chrony.conf""},{""type"":""file"",""rule"":""f:/etc/chrony.conf -> r:^\\s*\\t*server|^\\s*\\t*pool""}]"
,"systemd-timesyncd is a daemon that has been added for synchronizing the system clock across the network. It implements an SNTP client. In contrast to NTP implementations such as chrony or the NTP reference server this only implements a client side, and does not bother with the full NTP complexity, focusing only on querying time from one remote server and synchronizing the local clock to it. The daemon runs with minimal privileges, and has been hooked up with networkd to only operate when network connectivity is available. The daemon saves the current clock to disk every time a new NTP sync has been acquired, and uses this to possibly correct the system clock early at bootup, in order to accommodate for systems that lack an RTC such as the Raspberry Pi and embedded devices, and make sure that time monotonically progresses on these systems, even if it is not always correct. To make use of this daemon a new system user and group ""systemd-timesync"" needs to be created on installation of systemd. This recommendation only applies if timesyncd is in use on the system.",Ensure systemd-timesyncd is configured.,Proper configuration is vital to ensuring time synchronization is working properly.,all,failed,36060,,sca_distro_independent_linux,"Run the following command to enable systemd-timesyncd systemctl enable systemd-timesyncd.service edit the file /etc/systemd/timesyncd.conf and add/modify the following lines: NTP=0.debian.pool.ntp.org 1.debian.pool.ntp.org #Servers listed should be In Accordence With Local Policy FallbackNTP=2.debian.pool.ntp.org 3.debian.pool.ntp.org #Servers listed should be In Accordence With Local Policy RootDistanceMax=1 #should be In Accordence With Local Policy Run the following commands to start systemd-timesyncd.service # systemctl start systemd-timesyncd.service # timedatectl set-ntp true Notes: some versions of systemd have been compiled without systemd-timesycnd. On these distributions, chrony or NTP should be used instead of systemd-timesycnd. Not all options are avalible on all versions of systemd-timesyncd.","[{""key"":""cis"",""value"":""2.2.1.4""},{""key"":""cis_csc_v7"",""value"":""6.1""},{""key"":""cmmc_v2.0"",""value"":""AU.2.043""},{""key"":""iso_27001-2013"",""value"":""A.12.4.4""},{""key"":""nist_sp_800-53"",""value"":""AU-8""},{""key"":""pci_dss_v3.2.1"",""value"":""10.4""}]","[{""type"":""command"",""rule"":""c:systemctl is-enabled systemd-timesyncd.service -> r:^enabled""},{""type"":""file"",""rule"":""f:/etc/systemd/timesyncd.conf""},{""type"":""file"",""rule"":""f:/etc/systemd/timesyncd.conf -> r:^NTP|^FallbackNTP""}]"
